

Has_Same_Name,Building_type,Building_type_pnnl,Building_type_doe,Keyword,Name,coeff_1,coeff_2,coeff_3,coeff_4,coeff_5,coeff_6,min_x,max_x,min_y,max_y,notes
,5,OfficeLarge,,Curve:Biquadratic,WC_Cent_2010_PB_EIRFT,1.0821822,0.0042977,-0.0013182,-0.0260781,0.0008256,-0.0006013,5.0000,10.0000,17.78,46.11,
,5,OfficeLarge,,Curve:Biquadratic,WC_PD_2010_PB_CAPFT,0.9061171,0.0292267,-0.0003665,-0.0009698,-0.0000907,0.0002535,5.0000,10.0000,17.78,46.11,
,5,OfficeLarge,,Curve:Biquadratic,WC_PD_2010_PB_EIRFT,0.3617782,-0.0230016,0.0009672,0.0131801,0.0003761,-0.0007121,5.0000,10.0000,17.78,46.11,
,6,OfficeMedium,,Curve:Biquadratic,FURNACE_PACU_VAV_CoolCCarrier48TM014_12tons_CapFT,1.39072,-0.0529058,0.0018423,0.00058267,-0.000186814,0.000265159,16.5556,22.1111,23.7778,47.66,
,6,OfficeMedium,,Curve:Biquadratic,FURNACE_PACU_VAV_CoolCCarrier48TM014_12tons_EIRFT,-0.536161,0.105138,-0.00172659,0.0149848,0.000659948,-0.0017385,16.5556,22.1111,23.7778,47.66,
,7,OfficeSmall,,Curve:Biquadratic,HPACCoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,7,OfficeSmall,,Curve:Biquadratic,HPACCOOLEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,8,OutPatientHealthCare,,Curve:Biquadratic,AHU-1_CoolCStandard10Ton_CapFT,0.42415,0.04426,-0.00042,0.00333,-0.00008,-0.00021,17.00000,22.00000,13.00000,46.00000,
,8,OutPatientHealthCare,,Curve:Biquadratic,AHU-1_CoolCStandard10Ton_EIRFT,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,17.00000,22.00000,13.00000,46.00000,
,8,OutPatientHealthCare,,Curve:Biquadratic,AHU-2_CoolCStandard10Ton_CapFT,0.42415,0.04426,-0.00042,0.00333,-0.00008,-0.00021,17.00000,22.00000,13.00000,46.00000,
,8,OutPatientHealthCare,,Curve:Biquadratic,AHU-2_CoolCStandard10Ton_EIRFT,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,17.00000,22.00000,13.00000,46.00000,
,9,RestaurantFastFood,,Curve:Biquadratic,PSZ-AC_1:1_CoolCLennoxStandard10Ton_TGA120S2B_CapFT,0.42415,0.04426,-0.00042,0.00333,-0.00008,-0.00021,17.00000,22.00000,29.00000,46.00000,
,9,RestaurantFastFood,,Curve:Biquadratic,PSZ-AC_1:1_CoolCLennoxStandard10Ton_TGA120S2B_EIRFT,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,17.00000,22.00000,29.00000,46.00000,
,9,RestaurantFastFood,,Curve:Biquadratic,PSZ-AC_2:2_CoolCLennoxStandard10Ton_TGA120S2B_CapFT,0.42415,0.04426,-0.00042,0.00333,-0.00008,-0.00021,17.00000,22.00000,29.00000,46.00000,
,9,RestaurantFastFood,,Curve:Biquadratic,PSZ-AC_2:2_CoolCLennoxStandard10Ton_TGA120S2B_EIRFT,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,17.00000,22.00000,29.00000,46.00000,
,10,RestaurantSitDown,,Curve:Biquadratic,PSZ-AC_1:1_CoolCStandard10Ton_CapFT,0.42415,0.04426,-0.00042,0.00333,-0.00008,-0.00021,17.00000,22.00000,29.00000,46.00000,
,10,RestaurantSitDown,,Curve:Biquadratic,PSZ-AC_1:1_CoolCStandard10Ton_EIRFT,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,17.00000,22.00000,29.00000,46.00000,
,10,RestaurantSitDown,,Curve:Biquadratic,PSZ-AC_2:2_CoolCStandard10Ton_CapFT,0.42415,0.04426,-0.00042,0.00333,-0.00008,-0.00021,17.00000,22.00000,29.00000,46.00000,
,10,RestaurantSitDown,,Curve:Biquadratic,PSZ-AC_2:2_CoolCStandard10Ton_EIRFT,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,17.00000,22.00000,29.00000,46.00000,
,11,RetailStandalone,,Curve:Biquadratic,PSZ-AC:1_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,11,RetailStandalone,,Curve:Biquadratic,PSZ-AC:1_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,11,RetailStandalone,,Curve:Biquadratic,PSZ-AC:2_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,11,RetailStandalone,,Curve:Biquadratic,PSZ-AC:2_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,11,RetailStandalone,,Curve:Biquadratic,PSZ-AC:3_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,11,RetailStandalone,,Curve:Biquadratic,PSZ-AC:3_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,11,RetailStandalone,,Curve:Biquadratic,PSZ-AC:4_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,11,RetailStandalone,,Curve:Biquadratic,PSZ-AC:4_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_1:1_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_1:1_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_2:2_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_2:2_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_3:3_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_3:3_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_4:4_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_4:4_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_5:5_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_5:5_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_6:6_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_6:6_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_7:7_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_7:7_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_8:8_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_8:8_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_9:9_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_9:9_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_10:10_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,12,RetailStripmall,,Curve:Biquadratic,PSZ-AC_10:10_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,13,SchoolPrimary,,Curve:Biquadratic,VAV_POD_1_CoolCLennoxStandard10Ton_TGA120S2B_CapFT,0.42415,0.04426,-0.00042,0.00333,-0.00008,-0.00021,17.00000,22.00000,29.00000,46.00000,
,13,SchoolPrimary,,Curve:Biquadratic,VAV_POD_1_CoolCLennoxStandard10Ton_TGA120S2B_EIRFT,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,17.00000,22.00000,29.00000,46.00000,
,13,SchoolPrimary,,Curve:Biquadratic,VAV_POD_2_CoolCLennoxStandard10Ton_TGA120S2B_CapFT,0.42415,0.04426,-0.00042,0.00333,-0.00008,-0.00021,17.00000,22.00000,29.00000,46.00000,
,13,SchoolPrimary,,Curve:Biquadratic,VAV_POD_2_CoolCLennoxStandard10Ton_TGA120S2B_EIRFT,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,17.00000,22.00000,29.00000,46.00000,
,13,SchoolPrimary,,Curve:Biquadratic,VAV_POD_3_CoolCLennoxStandard10Ton_TGA120S2B_CapFT,0.42415,0.04426,-0.00042,0.00333,-0.00008,-0.00021,17.00000,22.00000,29.00000,46.00000,
,13,SchoolPrimary,,Curve:Biquadratic,VAV_POD_3_CoolCLennoxStandard10Ton_TGA120S2B_EIRFT,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,17.00000,22.00000,29.00000,46.00000,
,13,SchoolPrimary,,Curve:Biquadratic,VAV_OTHER_CoolCLennoxStandard10Ton_TGA120S2B_CapFT,0.42415,0.04426,-0.00042,0.00333,-0.00008,-0.00021,17.00000,22.00000,29.00000,46.00000,
,13,SchoolPrimary,,Curve:Biquadratic,VAV_OTHER_CoolCLennoxStandard10Ton_TGA120S2B_EIRFT,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,17.00000,22.00000,29.00000,46.00000,
,13,SchoolPrimary,,Curve:Biquadratic,PSZ-AC_2:5_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,13,SchoolPrimary,,Curve:Biquadratic,PSZ-AC_2:5_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,13,SchoolPrimary,,Curve:Biquadratic,PSZ-AC_1:6_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,13,SchoolPrimary,,Curve:Biquadratic,PSZ-AC_1:6_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,13,SchoolPrimary,,Curve:Biquadratic,PSZ-AC_2:7_Unitary_PackagecoolCapFT,0.766956,0.0107756,-0.0000414703,0.00134961,-0.000261144,0.000457488,12.77778,23.88889,21.11111,46.11111,
,13,SchoolPrimary,,Curve:Biquadratic,PSZ-AC_2:7_Unitary_PackagecoolEIRFT,0.297145,0.0430933,-0.000748766,0.00597727,0.000482112,-0.000956448,12.77778,23.88889,21.11111,46.11111,
,14,SchoolSecondary,,Curve:Biquadratic,PSZ-AC_1:5_CoolCLennoxStandard10Ton_TGA120S2B_CapFT,0.42415,0.04426,-0.00042,0.00333,-0.00008,-0.00021,17.00000,22.00000,29.00000,46.00000,
,14,SchoolSecondary,,Curve:Biquadratic,PSZ-AC_1:5_CoolCLennoxStandard10Ton_TGA120S2B_EIRFT,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,17.00000,22.00000,29.00000,46.00000,
,14,SchoolSecondary,,Curve:Biquadratic,PSZ-AC_2:6_CoolCLennoxStandard10Ton_TGA120S2B_CapFT,0.42415,0.04426,-0.00042,0.00333,-0.00008,-0.00021,17.00000,22.00000,29.00000,46.00000,
,14,SchoolSecondary,,Curve:Biquadratic,PSZ-AC_2:6_CoolCLennoxStandard10Ton_TGA120S2B_EIRFT,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,17.00000,22.00000,29.00000,46.00000,
,14,SchoolSecondary,,Curve:Biquadratic,PSZ-AC_3:7_CoolCLennoxStandard10Ton_TGA120S2B_CapFT,0.42415,0.04426,-0.00042,0.00333,-0.00008,-0.00021,17.00000,22.00000,29.00000,46.00000,
,14,SchoolSecondary,,Curve:Biquadratic,PSZ-AC_3:7_CoolCLennoxStandard10Ton_TGA120S2B_EIRFT,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,17.00000,22.00000,29.00000,46.00000,
,14,SchoolSecondary,,Curve:Biquadratic,PSZ-AC_4:8_CoolCLennoxStandard10Ton_TGA120S2B_CapFT,0.42415,0.04426,-0.00042,0.00333,-0.00008,-0.00021,17.00000,22.00000,29.00000,46.00000,
,14,SchoolSecondary,,Curve:Biquadratic,PSZ-AC_4:8_CoolCLennoxStandard10Ton_TGA120S2B_EIRFT,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,17.00000,22.00000,29.00000,46.00000,
,14,SchoolSecondary,,Curve:Biquadratic,PSZ-AC_5:9_CoolCLennoxStandard10Ton_TGA120S2B_CapFT,0.42415,0.04426,-0.00042,0.00333,-0.00008,-0.00021,17.00000,22.00000,29.00000,46.00000,
,14,SchoolSecondary,,Curve:Biquadratic,PSZ-AC_5:9_CoolCLennoxStandard10Ton_TGA120S2B_EIRFT,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,17.00000,22.00000,29.00000,46.00000,
,15,Warehouse,,Curve:Biquadratic,PSZ-Office DX Coil Cap-FT,0.942587793,0.009543347,0.00068377,-0.011042676,0.000005249,-0.00000972,12.77778,23.88889,23.88889,46.11111,
,15,Warehouse,,Curve:Biquadratic,PSZ-Office DX Coil EIR-FT,0.342414409,0.034885008,-0.0006237,0.004977216,0.000437951,-0.000728028,12.77778,23.88889,23.88889,46.11111,
,15,Warehouse,,Curve:Biquadratic,PSZ-Fine Storage DX Coil Cap-FT,0.942587793,0.009543347,0.00068377,-0.011042676,0.000005249,-0.00000972,12.77778,23.88889,23.88889,46.11111,
,15,Warehouse,,Curve:Biquadratic,PSZ-Fine Storage DX Coil EIR-FT,0.342414409,0.034885008,-0.0006237,0.004977216,0.000437951,-0.000728028,12.77778,23.88889,23.88889,46.11111,
,25,,FullServiceRestaurant,Curve:Biquadratic,Cool-Cap-fT,0.9712123,-0.015275502,0.0014434524,-0.00039321,-0.0000068364,-0.0002905956,-100,100,-100,100,
,25,,FullServiceRestaurant,Curve:Biquadratic,Cool-EIR-fT,0.28687133,0.023902164,-0.000810648,0.013458546,0.0003389364,-0.0004870044,-100,100,-100,100,
,25,,FullServiceRestaurant,Curve:Biquadratic,Measured_LowSpeedCoolCapLSFT,0.4136,0.03105,0,0.006952,-0.00021280,0,11.1,29.4,10.0,50.3,
,25,,FullServiceRestaurant,Curve:Biquadratic,Measured_CoolCStandard10Ton_CapFT,0.52357,0.03478,0,-0.001915,-0.00010838,0,11.1,29.4,10.0,50.3,
,25,,FullServiceRestaurant,Curve:Biquadratic,Measured_LowSpeedCoolEIRLSFT,1.1389,-0.04518,0.0014298,0.006044,0.0006745,-0.0012325,11.1,29.4,10.0,50.3,
,25,,FullServiceRestaurant,Curve:Biquadratic,Measured_CoolCStandard10Ton_EIRFT,0.9847,-0.04285,0.0013562,0.009934,0.0006398,-0.0011690,11.1,29.4,10.0,50.3,
,17,,Hospital,Curve:Biquadratic,WC Centrifugal Default 90.1-2004 Cap_fT,0.7446451,0.0114858,0.0000148,0.0224010,-0.0006880,0.0009839,0.0,20.0,0.0,50.0,
,17,,Hospital,Curve:Biquadratic,WC Centrifugal Default 90.1-2004 EIR_fT,0.7728770,0.0221010,-0.0000799,-0.0070045,0.0004763,-0.0010612,0.0,20.0,0.0,50.0,
,18,,LargeHotel,Curve:Biquadratic,Air-Cooled Default 90.1-2004 Cap_fT,1.0433811,0.0407077,0.0004506,-0.0041514,-0.0000886,-0.0003467,0.0,20.0,0.0,50.0,
,18,,LargeHotel,Curve:Biquadratic,Air-Cooled Default 90.1-2004 EIR_fT,0.5961915,-0.0099496,0.0007888,0.0004506,0.0004875,-0.0007623,0.0,20.0,0.0,50.0,
,20,,LargeOffice,Curve:Biquadratic,WC Screw Default 90.1-2004 Cap_fT,0.9061150,0.0292277,-0.0003647,-0.0009709,-0.0000905,0.0002527,0.0,20.0,0.0,50.0,
,20,,LargeOffice,Curve:Biquadratic,WC Screw Default 90.1-2004 EIR_fT,0.3617105,-0.0229833,-0.0009519,0.0131889,0.0003752,-0.0007059,0.0,20.0,0.0,50.0,
,19,,SmallHotel,Curve:Biquadratic,PTACHPACCoolCapFT,0.942587793,0.009543347,0.000683770,-0.011042676,0.000005249,-0.000009720,12.77778,23.88889,18.3,46.11111,
,19,,SmallHotel,Curve:Biquadratic,PTACHPACEIRFT,0.342414409,0.034885008,-0.000623700,0.004977216,0.000437951,-0.000728028,12.77778,23.88889,18.3,46.11111,
,19,,SmallHotel,Curve:Biquadratic,CoolCStandard10Ton_CapFT,0.42415,0.04426,-0.00042,0.00333,-0.00008,-0.00021,17.00000,22.00000,13.00000,46.00000,
,19,,SmallHotel,Curve:Biquadratic,CoolCStandard10Ton_EIRFT,1.23649,-0.02431,0.00057,-0.01434,0.00063,-0.00038,17.00000,22.00000,13.00000,46.00000,
