

Has_Same_Name,Building_type,Building_type_pnnl,Building_type_doe,Keyword,Name,coeff_1,coeff_2,coeff_3,min_x,max_x,notes
,9,RestaurantFastFood,,Curve:Quadratic,PSZ-AC_2:2_CoolCLennoxStandard10Ton_TGA120S2B_EIRFFF,1.20550,-0.32953,0.12308,0.75918,1.13877,
,9,RestaurantFastFood,,Curve:Quadratic,PSZ-AC_2:2_CoolCLennoxStandard10Ton_TGA120S2B_PLR,0.77100,0.22900,0.0,0.0,1.0,
,10,RestaurantSitDown,,Curve:Quadratic,PSZ-AC_1:1_CoolCStandard10Ton_CapFF,0.77136,0.34053,-0.11088,0.75918,1.13877,
,10,RestaurantSitDown,,Curve:Quadratic,PSZ-AC_1:1_CoolCStandard10Ton_EIRFFF,1.20550,-0.32953,0.12308,0.75918,1.13877,
,10,RestaurantSitDown,,Curve:Quadratic,PSZ-AC_1:1_CoolCStandard10Ton_PLR,0.77100,0.22900,0.0,0.0,1.0,
,10,RestaurantSitDown,,Curve:Quadratic,PSZ-AC_2:2_CoolCStandard10Ton_CapFF,0.77136,0.34053,-0.11088,0.75918,1.13877,
,10,RestaurantSitDown,,Curve:Quadratic,PSZ-AC_2:2_CoolCStandard10Ton_EIRFFF,1.20550,-0.32953,0.12308,0.75918,1.13877,
,10,RestaurantSitDown,,Curve:Quadratic,PSZ-AC_2:2_CoolCStandard10Ton_PLR,0.77100,0.22900,0.0,0.0,1.0,
,11,RetailStandalone,,Curve:Quadratic,PSZ-AC:1_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,11,RetailStandalone,,Curve:Quadratic,PSZ-AC:1_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,11,RetailStandalone,,Curve:Quadratic,PSZ-AC:1_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,11,RetailStandalone,,Curve:Quadratic,PSZ-AC:2_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,11,RetailStandalone,,Curve:Quadratic,PSZ-AC:2_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,11,RetailStandalone,,Curve:Quadratic,PSZ-AC:2_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,11,RetailStandalone,,Curve:Quadratic,PSZ-AC:3_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,11,RetailStandalone,,Curve:Quadratic,PSZ-AC:3_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,11,RetailStandalone,,Curve:Quadratic,PSZ-AC:3_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,11,RetailStandalone,,Curve:Quadratic,PSZ-AC:4_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,11,RetailStandalone,,Curve:Quadratic,PSZ-AC:4_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,11,RetailStandalone,,Curve:Quadratic,PSZ-AC:4_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_1:1_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_1:1_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_1:1_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_2:2_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_2:2_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_2:2_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_3:3_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_3:3_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_3:3_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_4:4_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_4:4_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_4:4_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_5:5_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_5:5_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_5:5_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_6:6_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_6:6_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_6:6_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_7:7_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_7:7_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_7:7_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_8:8_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_8:8_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_8:8_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_9:9_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_9:9_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_9:9_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_10:10_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_10:10_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,12,RetailStripmall,,Curve:Quadratic,PSZ-AC_10:10_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,13,SchoolPrimary,,Curve:Quadratic,VAV_POD_1_CoolCLennoxStandard10Ton_TGA120S2B_CapFF,0.77136,0.34053,-0.11088,0.75918,1.13877,
,13,SchoolPrimary,,Curve:Quadratic,VAV_POD_1_CoolCLennoxStandard10Ton_TGA120S2B_EIRFFF,1.20550,-0.32953,0.12308,0.75918,1.13877,
,13,SchoolPrimary,,Curve:Quadratic,VAV_POD_1_CoolCLennoxStandard10Ton_TGA120S2B_PLR,0.77100,0.22900,0.0,0.0,1.0,
,13,SchoolPrimary,,Curve:Quadratic,VAV_POD_2_CoolCLennoxStandard10Ton_TGA120S2B_CapFF,0.77136,0.34053,-0.11088,0.75918,1.13877,
,13,SchoolPrimary,,Curve:Quadratic,VAV_POD_2_CoolCLennoxStandard10Ton_TGA120S2B_EIRFFF,1.20550,-0.32953,0.12308,0.75918,1.13877,
,13,SchoolPrimary,,Curve:Quadratic,VAV_POD_2_CoolCLennoxStandard10Ton_TGA120S2B_PLR,0.77100,0.22900,0.0,0.0,1.0,
,13,SchoolPrimary,,Curve:Quadratic,VAV_POD_3_CoolCLennoxStandard10Ton_TGA120S2B_CapFF,0.77136,0.34053,-0.11088,0.75918,1.13877,
,13,SchoolPrimary,,Curve:Quadratic,VAV_POD_3_CoolCLennoxStandard10Ton_TGA120S2B_EIRFFF,1.20550,-0.32953,0.12308,0.75918,1.13877,
,13,SchoolPrimary,,Curve:Quadratic,VAV_POD_3_CoolCLennoxStandard10Ton_TGA120S2B_PLR,0.77100,0.22900,0.0,0.0,1.0,
,13,SchoolPrimary,,Curve:Quadratic,VAV_OTHER_CoolCLennoxStandard10Ton_TGA120S2B_CapFF,0.77136,0.34053,-0.11088,0.75918,1.13877,
,13,SchoolPrimary,,Curve:Quadratic,VAV_OTHER_CoolCLennoxStandard10Ton_TGA120S2B_EIRFFF,1.20550,-0.32953,0.12308,0.75918,1.13877,
,13,SchoolPrimary,,Curve:Quadratic,VAV_OTHER_CoolCLennoxStandard10Ton_TGA120S2B_PLR,0.77100,0.22900,0.0,0.0,1.0,
,13,SchoolPrimary,,Curve:Quadratic,PSZ-AC_2:5_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,13,SchoolPrimary,,Curve:Quadratic,PSZ-AC_2:5_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,13,SchoolPrimary,,Curve:Quadratic,PSZ-AC_2:5_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,13,SchoolPrimary,,Curve:Quadratic,PSZ-AC_1:6_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,13,SchoolPrimary,,Curve:Quadratic,PSZ-AC_1:6_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,13,SchoolPrimary,,Curve:Quadratic,PSZ-AC_1:6_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,13,SchoolPrimary,,Curve:Quadratic,PSZ-AC_2:7_Unitary_PackagecoolFFF,0.8,0.2,0.0,0.5,1.5,
,13,SchoolPrimary,,Curve:Quadratic,PSZ-AC_2:7_Unitary_PackagecoolEIRFFF,1.156,-0.1816,0.0256,0.5,1.5,
,13,SchoolPrimary,,Curve:Quadratic,PSZ-AC_2:7_Unitary_PackagecoolPLR,0.75,0.25,0.0,0.0,1.0,
,14,SchoolSecondary,,Curve:Quadratic,PSZ-AC_1:5_CoolCLennoxStandard10Ton_TGA120S2B_CapFF,0.77136,0.34053,-0.11088,0.75918,1.13877,
,14,SchoolSecondary,,Curve:Quadratic,PSZ-AC_1:5_CoolCLennoxStandard10Ton_TGA120S2B_EIRFFF,1.20550,-0.32953,0.12308,0.75918,1.13877,
,14,SchoolSecondary,,Curve:Quadratic,PSZ-AC_1:5_CoolCLennoxStandard10Ton_TGA120S2B_PLR,0.77100,0.22900,0.0,0.0,1.0,
,14,SchoolSecondary,,Curve:Quadratic,PSZ-AC_2:6_CoolCLennoxStandard10Ton_TGA120S2B_CapFF,0.77136,0.34053,-0.11088,0.75918,1.13877,
,14,SchoolSecondary,,Curve:Quadratic,PSZ-AC_2:6_CoolCLennoxStandard10Ton_TGA120S2B_EIRFFF,1.20550,-0.32953,0.12308,0.75918,1.13877,
,14,SchoolSecondary,,Curve:Quadratic,PSZ-AC_2:6_CoolCLennoxStandard10Ton_TGA120S2B_PLR,0.77100,0.22900,0.0,0.0,1.0,
,14,SchoolSecondary,,Curve:Quadratic,PSZ-AC_3:7_CoolCLennoxStandard10Ton_TGA120S2B_CapFF,0.77136,0.34053,-0.11088,0.75918,1.13877,
,14,SchoolSecondary,,Curve:Quadratic,PSZ-AC_3:7_CoolCLennoxStandard10Ton_TGA120S2B_EIRFFF,1.20550,-0.32953,0.12308,0.75918,1.13877,
,14,SchoolSecondary,,Curve:Quadratic,PSZ-AC_3:7_CoolCLennoxStandard10Ton_TGA120S2B_PLR,0.77100,0.22900,0.0,0.0,1.0,
,14,SchoolSecondary,,Curve:Quadratic,PSZ-AC_4:8_CoolCLennoxStandard10Ton_TGA120S2B_CapFF,0.77136,0.34053,-0.11088,0.75918,1.13877,
,14,SchoolSecondary,,Curve:Quadratic,PSZ-AC_4:8_CoolCLennoxStandard10Ton_TGA120S2B_EIRFFF,1.20550,-0.32953,0.12308,0.75918,1.13877,
,14,SchoolSecondary,,Curve:Quadratic,PSZ-AC_4:8_CoolCLennoxStandard10Ton_TGA120S2B_PLR,0.77100,0.22900,0.0,0.0,1.0,
,14,SchoolSecondary,,Curve:Quadratic,PSZ-AC_5:9_CoolCLennoxStandard10Ton_TGA120S2B_CapFF,0.77136,0.34053,-0.11088,0.75918,1.13877,
,14,SchoolSecondary,,Curve:Quadratic,PSZ-AC_5:9_CoolCLennoxStandard10Ton_TGA120S2B_EIRFFF,1.20550,-0.32953,0.12308,0.75918,1.13877,
,14,SchoolSecondary,,Curve:Quadratic,PSZ-AC_5:9_CoolCLennoxStandard10Ton_TGA120S2B_PLR,0.77100,0.22900,0.0,0.0,1.0,
,15,Warehouse,,Curve:Quadratic,PSZ-Office DX Coil Cap-FF,0.8,0.2,0,0.5,1.5,
,15,Warehouse,,Curve:Quadratic,PSZ-Office DX Coil EIR-FF,1.1552,-0.1808,0.0256,0.5,1.5,
,15,Warehouse,,Curve:Quadratic,PSZ-Office DX Coil PLF,0.85,0.15,0,0,1,
,15,Warehouse,,Curve:Quadratic,PSZ-Fine Storage DX Coil Cap-FF,0.8,0.2,0,0.5,1.5,
,15,Warehouse,,Curve:Quadratic,PSZ-Fine Storage DX Coil EIR-FF,1.1552,-0.1808,0.0256,0.5,1.5,
,15,Warehouse,,Curve:Quadratic,PSZ-Fine Storage DX Coil PLF,0.85,0.15,0,0,1,
,25,,FullServiceRestaurant,Curve:Quadratic,Cool-PLF-fPLR,0.90949556,0.09864773,-0.00819488,0,1,0.7,1,
,25,,FullServiceRestaurant,Curve:Quadratic,Measured_CoolCStandard10Ton_CapFF,0.7685,0.2315,0,0.776,1.197,
,25,,FullServiceRestaurant,Curve:Quadratic,Measured_CoolCStandard10Ton_EIRFFF,1.192,-0.1917,0,0.776,1.197,
,25,,FullServiceRestaurant,Curve:Quadratic,No_PLR_Degredation,1.0,0,0,0.0,1.0,
,18,,LargeHotel,Curve:Quadratic,Air-Cooled GTE 150tons Default 90.1-2004 EIR_fPLR,0.0727,0.953,-0.0266,0.0,1.2,
,18,,LargeHotel,Curve:Quadratic,Air-Cooled LT 150tons Default 90.1-2004 EIR_fPLR,0.0727,0.953,-0.0266,0.0,1.2,
,19,,SmallHotel,Curve:Quadratic,PTACHPACCoolCapFFF,0.8,0.2,0.0,0.5,1.5,
,19,,SmallHotel,Curve:Quadratic,PTACHPACEIRFFF,1.1552,-0.1808,0.0256,0.5,1.5,
,19,,SmallHotel,Curve:Quadratic,PTACHPACPLFFPLR,0.85,0.15,0.0,0.0,1.0,
,19,,SmallHotel,Curve:Quadratic,CoolCStandard10Ton_CapFF,0.77136,0.34053,-0.11088,0.75918,1.13877,
,19,,SmallHotel,Curve:Quadratic,CoolCStandard10Ton_EIRFFF,1.20550,-0.32953,0.12308,0.75918,1.13877,
,19,,SmallHotel,Curve:Quadratic,CoolCStandard10Ton_PLR,0.77100,0.22900,0.0,0.0,1.0,
,31,,SuperMarket,Curve:Quadratic,RACKA_RackCOPfTCurve,1.7603,-0.0377,0.0004,10.0000,35.0000,
,31,,SuperMarket,Curve:Quadratic,RACKA_RackCondFanCurve,0.3000,0.0200,0.0000,10.0000,35.0000,
,31,,SuperMarket,Curve:Quadratic,RACKB_RackCOPfTCurve,1.7603,-0.0377,0.0004,10.0000,35.0000,
,31,,SuperMarket,Curve:Quadratic,RACKB_RackCondFanCurve2,0.0000,0.0286,0.0000,0.0000,35.0000,
,31,,SuperMarket,Curve:Quadratic,RACKC_RackCOPfTCurve,1.7603,-0.0377,0.0004,10.0000,35.0000,
,31,,SuperMarket,Curve:Quadratic,RACKC_RackCondFanCurve,0.3000,0.0200,0.0000,10.0000,35.0000,
,31,,SuperMarket,Curve:Quadratic,RACKD_RackCOPfTCurve,1.7603,-0.0377,0.0004,10.0000,35.0000,
,31,,SuperMarket,Curve:Quadratic,RACKD_RackCondFanCurve2,0.0000,0.0286,0.0000,0.0000,35.0000,
