baseline_id,building_name ,vintage_name ,measure_id ,actual_floor_area,Total Floor Area M2,baseline-Electricity-Heating KWh/m2,baseline-Natural Gas-Heating KWh/m2,baseline-Electricity-Cooling KWh/m2,baseline-Electricity-Water Systems KWh/m2,baseline-Natural Gas-Water Systems KWh/m2,baseline-Electricity-Interior Lighting KWh/m2,baseline-Electricity-Interior Equipment KWh/m2,baseline-District Heating-Interior Equipment KWh/m2,baseline-Electricity-Fans KWh/m2,baseline-Electricity-Pumps KWh/m2,baseline-Electricity-Heat Recovery KWh/m2,Baseline Total Energy kWh/m2,Gas Energy Savings KWh/m2,Elec Energy Savings KWh/m2,Total Energy Savings %,Baseline Total Cost $/m2,Gas Cost Savings $/m2,Elec Cost Savings $/m2,Total Cost Savings %,Total Savings $,Capital Cost,Payback Period,GHG Baseline g/m2,GHG Savings g/m2,GHG Savings %,%base Area ,Electricity-Heating KWh/m2,Natural Gas-Heating KWh/m2,Electricity-Cooling KWh/m2,Electricity-Water Systems KWh/m2,Natural Gas-Water Systems KWh/m2,Electricity-Interior Lighting KWh/m2,Electricity-Interior Equipment KWh/m2,District Heating-Interior Equipment KWh/m2,Electricity-Fans KWh/m2,Electricity-Pumps KWh/m2,Electricity-Heat Recovery KWh/m2,% base area,Area for Base (m2),Saving $
8,Maintenance Shop,1959-pre,retro-x,1927,2388.544974,0,136.2039153,0.713998619,2.170142978,0,19.89813761,4.074764788,0,20.97711055,15.66199599,0,199.7000659,16.34446984,4.48237262,10.42906139,7.13307889,0.264780411,0.506508106,10.81284154,1486.272973,6210,4.17823651,182748.5368,6825.324281,3.734817472,0.017210611,,,,,,,,,,,,,,
9,Maintenance Shop,1980-2004,retro-x,1927,2388.544974,0,92.6940967,0.599533663,2.170142978,0,19.89813761,4.074764788,0,14.43478155,11.0871507,0,144.958608,11.1232916,3.13457591,9.835819833,5.159044592,0.180197324,0.354207078,10.35859241,1029.797282,6210,6.03031306,118045.0277,4718.150239,3.996907223,0.047470693,,,,,,,,,,,,,,
16,Office-Small,1960-1979,retro-x,584,1211.462215,3.957072196,22.89243638,2.506882609,2.808636997,0,9.015050511,3.083863527,0,6.540222397,0.00442131,0,50.80858593,2.747092366,1.561031821,8.47912633,2.50668166,0.044502896,0.176396596,8.812427028,129.0053034,29239,226.6495968,36744.46383,1849.827218,5.034301838,0.004960528,,,,,,,,,,,,,,
17,Office-Small,1980-2004,retro-x,584,1211.462215,2.87606197,13.68174292,1.876845974,2.763318572,0,9.015050511,3.083863527,0,4.708694847,0.00442131,0,38.00999963,1.64180915,1.135922892,7.307898104,1.952036536,0.026597308,0.128359287,7.938201575,90.49465151,29239,323.101968,28981.77582,1282.136754,4.423941313,0.01882235,,,,,,,,,,,,,,
18,Office-Small,2005-2014,retro-x,584,1211.462215,2.558832998,11.18480825,1.530878489,2.745633334,0,9.015050511,3.083863527,0,3.93386032,0.00442131,0,34.05734874,1.34217699,0.963359174,6.769570297,1.747090261,0.021743267,0.108859587,7.475449713,76.27206668,29239,383.3513535,24325.31433,1078.372163,4.433127351,0.00216483,,,,,,,,,,,,,,
13,Office,1959-pre,retro-x,3418.620714,3418.620714,0,73.30447612,2.514011363,0,45.38871193,26.42555835,11.42599476,0,10.84340066,5.54155058,0,175.4437038,8.796537134,2.267875512,6.306531616,5.349549828,0.142503902,0.256269933,7.454343772,1363.256491,12161,8.920551696,185950.5308,3547.631843,1.907836362,0.071352954,,,,,,,,,,,,,,
14,Office,1960-1979,retro-x,3418.620714,3418.620714,0,95.36261008,2.400255193,0,45.38871193,26.42555835,11.42599476,0,11.74857476,6.217587249,0,198.9692923,11.44351321,2.443970064,6.979711849,5.872713968,0.185384914,0.276168617,7.859288461,1577.876462,12161,7.707193998,178219.9036,4174.64282,2.342411109,0.015037139,,,,,,,,,,,,,,
15,Office,1980-2004,retro-x,3418.620714,3418.620714,0,66.9877585,2.123177664,0,45.38871193,26.42555835,11.42599476,0,10.39162615,0.151945742,0,162.8947731,8.03853102,1.520009947,5.867923682,4.542978929,0.130224203,0.171761124,6.647297539,1032.373293,12161,11.77965382,138472.7469,2761.305707,1.99411492,0.076404222,,,,,,,,,,,,,,
19,Recreation Center,1980-2004,retro-x,12612.73388,12612.73388,10.81007138,274.0605484,4.97315259,0,23.38819859,37.28003447,6.608185796,5.084592084,10.85918404,2.643274318,0,375.7072417,32.88726581,3.514281879,9.68880651,9.449235704,0.532773706,0.397113852,9.840875892,11728.42431,28980,2.470920153,143044.5256,8944.245814,6.252770441,0.06840602,,,,,,,,,,,,,,
20,Storage Building,1959-pre,retro-x,1171,965.156904,0,188.732443,0,0,0,24.40821804,3.229985935,0,9.173160056,0,0,225.5438071,22.64789316,1.100779207,10.5295165,4.459021074,0.366895869,0.12438805,11.01775281,575.2934699,259,0.450205006,118625.8777,5011.650786,4.224753388,0.001425936,,,,,,,,,,,,,,
21,Storage Building,1960-1979,retro-x,1171,965.156904,0,239.7557452,0,0,0,24.40821804,3.229985935,0,11.79206757,0,0,279.1860167,28.77068942,1.415048108,10.81205208,5.581535118,0.466085169,0.159900436,11.21529457,733.0291433,259,0.35332838,111139.2277,6381.045261,5.741487855,0.003595086,,,,,,,,,,,,,,
22,Storage Building,1980-2004,retro-x,1171,965.156904,0,178.1939592,0,0,0,24.40821804,3.229985935,0,8.659854183,0,0,214.4920173,21.3832751,1.039182502,10.45374923,4.230294072,0.346409057,0.117427623,10.96464386,543.1527516,259,0.476845601,80588.43891,4731.69502,5.871431541,0.043745976,,,,,,,,,,,,,,
23,Storage Building,2005-2014,retro-x,1171,965.156904,0,162.623681,0,0,0,24.40821804,3.229985935,0,7.406270452,0,0,197.6681555,19.51484173,0.888752454,10.32214528,3.836400605,0.316140436,0.100429027,10.85834109,487.8028415,259,0.530952217,61422.19472,4266.371304,6.945976651,0.00216483,,,,,,,,,,,,,,
24,Training Building,1959-pre,retro-x,3699.892902,3699.892902,0,111.6437113,8.244989995,7.711190333,0,26.57061017,9.265290614,0,22.09975646,0.135889928,0,185.6714388,13.39724535,3.657676366,9.185538622,7.171282382,0.217035375,0.413317429,8.789959321,2332.237866,19406,8.320763626,166065.6394,5580.285357,3.360288966,0.029521188,,,,,,,,,,,,,,
25,Training Building,1980-2004,retro-x,3699.892902,3699.892902,0,84.41692543,6.350789507,7.711190333,0,26.57061017,9.265290614,0,18.31210626,0.116369828,0,152.7432821,10.13003105,2.973511872,8.578801463,6.085953551,0.164106503,0.336006841,8.217501831,1850.365814,19406,10.48765593,117304.5636,4400.230886,3.75111654,0.020874833,,,,,,,,,,,,,,
26,Training Building,2005-2014,retro-x,3699.892902,3699.892902,0,71.8076915,5.072222947,7.711190333,0,26.57061017,9.265290614,0,15.17387478,0.108111324,0,135.7089917,8.61692298,2.442505086,8.149370156,5.381652572,0.139594152,0.276003075,7.722483409,1537.66523,19406,12.62043234,95533.29137,3667.408638,3.838880233,0.008075981,,,,,,,,,,,,,,
27,Vehicle Garage,1959-pre,retro-x,2270,3744.597148,0,32.73295541,0,0.748734315,0,7.241362563,2.230913474,0,5.209212192,4.251821588,0,52.41499954,3.927954649,1.135324054,9.659980439,1.936070895,0.063632865,0.128291618,9.91309171,435.6685772,9832,22.56761335,46100.16039,1690.835809,3.667743874,0.02256003,,,,,,,,,,,,,,
28,Vehicle Garage,1980-2004,retro-x,2270,3744.597148,0,29.14082947,0,0.748734315,0,7.241362563,2.230913474,0,4.687571468,3.838106531,0,47.88751782,3.496899536,1.02308136,9.438745422,1.772183251,0.056649772,0.115608194,9.720098981,391.0255832,9832,25.14413487,35237.98703,1516.0258,4.302248589,0.051035532,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Base Summaries,sum of capital costs $,1694143.666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Sum of savings $,41399.75379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Payback,40.92158794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
